,name,Worldwide_Box_Office,number_of_movies,average_box,link
230,Wanda Pictures,"$412,563,408",1,"$818,058,221",https://www.the-numbers.com/movies/production-company/Wanda-Pictures
231,2.0 Entertainment,"$410,571,384",4,"$966,710,274",https://www.the-numbers.com/movies/production-company/2-0-Entertainment
232,Olive Bridge Entertainment,"$404,378,721",6,"$912,349,906",https://www.the-numbers.com/movies/production-company/Olive-Bridge-Entertainment
233,Waverly Films,"$403,485,573",5,"$930,942,894",https://www.the-numbers.com/movies/production-company/Waverly-Films
234,Solana Films,"$401,360,355",6,"$890,417,130",https://www.the-numbers.com/movies/production-company/Solana-Films
235,Rainforest Films,"$400,393,818",5,"$462,105,405",https://www.the-numbers.com/movies/production-company/Rainforest-Films
236,STX Films,"$396,686,190",21,"$623,341,922",https://www.the-numbers.com/movies/production-company/STX-Films
237,Dark Castle Entertainment,"$394,930,530",18,"$755,028,693",https://www.the-numbers.com/movies/production-company/Dark-Castle-Entertainment
238,Junction Entertainment,"$392,966,503",2,"$788,649,214",https://www.the-numbers.com/movies/production-company/Junction-Entertainment
239,Ghost House Pictures,"$387,119,394",7,"$704,200,295",https://www.the-numbers.com/movies/production-company/Ghost-House-Pictures
240,Contrafilm,"$381,207,362",10,"$897,102,615",https://www.the-numbers.com/movies/production-company/Contrafilm
241,Sidney Kimmel Entertainment,"$380,882,361",26,"$644,673,252",https://www.the-numbers.com/movies/production-company/Sidney-Kimmel-Entertainment
242,Pariah Productions,"$380,014,495",14,"$792,053,685",https://www.the-numbers.com/movies/production-company/Pariah-Productions
243,Radar Pictures,"$378,549,701",20,"$1,047,010,999",https://www.the-numbers.com/movies/production-company/Radar-Pictures
244,7 Bucks Productions,"$374,891,432",3,"$974,196,683",https://www.the-numbers.com/movies/production-company/7-Bucks-Productions
245,87Eleven Inc.,"$374,799,751",7,"$712,843,412",https://www.the-numbers.com/movies/production-company/87Eleven-Inc
246,Trigger Street Productions,"$374,332,570",8,"$996,130,656",https://www.the-numbers.com/movies/production-company/Trigger-Street-Productions
247,Radiant Productions,"$374,137,787",3,"$899,284,250",https://www.the-numbers.com/movies/production-company/Radiant-Productions
248,Brownstone,"$371,996,159",10,"$662,175,958",https://www.the-numbers.com/movies/production-company/Brownstone
249,Tim Burton,"$370,227,774",7,"$1,092,194,480",https://www.the-numbers.com/movies/production-company/Tim-Burton
250,HBO Films,"$369,323,308",14,"$875,171,414",https://www.the-numbers.com/movies/production-company/HBO-Films
251,TF1 Film Productions,"$368,616,343",29,"$1,826,345,352",https://www.the-numbers.com/movies/production-company/TF1-Film-Productions
252,American Zoetrope,"$366,708,684",17,"$820,389,431",https://www.the-numbers.com/movies/production-company/American-Zoetrope
253,Reuben Cannon Productions,"$366,137,610",8,"$367,930,621",https://www.the-numbers.com/movies/production-company/Reuben-Cannon-Productions
254,Tall Trees,"$365,632,413",5,"$711,359,045",https://www.the-numbers.com/movies/production-company/Tall-Trees
255,Douglas Wick,"$365,096,320",3,"$809,644,499",https://www.the-numbers.com/movies/production-company/Douglas-Wick
256,Carolco Pictures,"$361,090,638",4,"$817,430,075",https://www.the-numbers.com/movies/production-company/Carolco-Pictures
257,China Film Company,"$359,853,514",11,"$2,789,478,617",https://www.the-numbers.com/movies/production-company/China-Film-Company
258,Seed Productions,"$358,821,837",3,"$821,424,750",https://www.the-numbers.com/movies/production-company/Seed-Productions
259,KatzSmith Productions,"$358,037,277",2,"$744,592,290",https://www.the-numbers.com/movies/production-company/KatzSmith-Productions
260,K/O Paper Products,"$357,337,072",5,"$987,733,286",https://www.the-numbers.com/movies/production-company/K-O-Paper-Products
261,Dickhouse,"$356,293,735",7,"$497,149,836",https://www.the-numbers.com/movies/production-company/Dickhouse
262,Mirage,"$355,802,865",10,"$558,612,479",https://www.the-numbers.com/movies/production-company/Mirage
263,Initial Entertainment Group,"$353,069,902",7,"$760,022,235",https://www.the-numbers.com/movies/production-company/Initial-Entertainment-Group
264,Guber-Peters,"$353,036,619",4,"$513,196,619",https://www.the-numbers.com/movies/production-company/Guber-Peters
265,John Calley,"$350,911,984",2,"$1,258,696,305",https://www.the-numbers.com/movies/production-company/John-Calley
266,22nd & Indiana ,"$350,126,372",1,"$547,326,372",https://www.the-numbers.com/movies/production-company/22nd-and-Indiana
267,Huayi Brothers Pictures Ltd,"$349,346,114",13,"$1,240,811,300",https://www.the-numbers.com/movies/production-company/Huayi-Brothers-Pictures-Ltd
268,Affirm Films,"$349,118,026",13,"$392,959,046",https://www.the-numbers.com/movies/production-company/Affirm-Films
269,IM Global,"$344,718,979",44,"$725,773,868",https://www.the-numbers.com/movies/production-company/IM-Global
270,Apatow Productions,"$343,589,627",9,"$459,751,236",https://www.the-numbers.com/movies/production-company/Apatow-Productions
271,Kerner Entertainment Company,"$341,637,932",5,"$1,253,861,140",https://www.the-numbers.com/movies/production-company/Kerner-Entertainment-Company
272,Lego Systems A/S ,"$340,838,447",3,"$623,438,797",https://www.the-numbers.com/movies/production-company/Lego-Systems-A-S
273,Wonderland Sound and Vision,"$339,697,891",12,"$768,576,199",https://www.the-numbers.com/movies/production-company/Wonderland-Sound-and-Vision
274,Mad Ghost Productions,"$335,061,807",2,"$1,143,758,700",https://www.the-numbers.com/movies/production-company/Mad-Ghost-Productions
275,Twisted Pictures,"$334,958,752",8,"$765,079,335",https://www.the-numbers.com/movies/production-company/Twisted-Pictures
276,Aardman Animations,"$332,685,255",8,"$1,069,977,619",https://www.the-numbers.com/movies/production-company/Aardman-Animations
277,Perfect Storm Entertainment,"$331,854,285",3,"$1,069,230,288",https://www.the-numbers.com/movies/production-company/Perfect-Storm-Entertainment
278,Chartoff Winkler Productions,"$331,004,363",6,"$649,454,375",https://www.the-numbers.com/movies/production-company/Chartoff-Winkler-Productions
279,Cannell Studios,"$330,167,004",2,"$534,146,305",https://www.the-numbers.com/movies/production-company/Cannell-Studios
280,Steve Tisch Productions,"$330,151,138",1,"$679,838,260",https://www.the-numbers.com/movies/production-company/Steve-Tisch-Productions
281,Burg-Knoules,"$329,352,335",7,"$652,042,836",https://www.the-numbers.com/movies/production-company/Burg-Knoules
282,Beaglepug,"$327,794,414",3,"$891,880,177",https://www.the-numbers.com/movies/production-company/Beaglepug
283,Bonnie Arnold,"$326,111,159",2,"$791,589,066",https://www.the-numbers.com/movies/production-company/Bonnie-Arnold
284,Jack Giarraputo,"$324,971,441",2,"$418,832,929",https://www.the-numbers.com/movies/production-company/Jack-Giarraputo
285,Maximum Effect ,"$324,591,735",1,"$786,362,370",https://www.the-numbers.com/movies/production-company/Maximum-Effect
286,Wild West Picture Show,"$321,078,245",6,"$542,486,905",https://www.the-numbers.com/movies/production-company/Wild-West-Picture-Show
287,Lucamar,"$319,637,775",3,"$618,606,393",https://www.the-numbers.com/movies/production-company/Lucamar
288,Alcor Films,"$319,629,315",9,"$481,130,112",https://www.the-numbers.com/movies/production-company/Alcor-Films
289,Callahan Filmworks,"$318,256,659",3,"$488,115,912",https://www.the-numbers.com/movies/production-company/Callahan-Filmworks
290,Duncan Henderson Productions,"$317,871,467",1,"$965,054,122",https://www.the-numbers.com/movies/production-company/Duncan-Henderson-Productions
291,Outlaw Productions,"$317,786,522",5,"$403,840,000",https://www.the-numbers.com/movies/production-company/Outlaw-Productions
292,Brad Grey,"$317,450,252",6,"$532,275,689",https://www.the-numbers.com/movies/production-company/Brad-Grey
293,Black Label Media,"$317,300,017",13,"$709,873,733",https://www.the-numbers.com/movies/production-company/Black-Label-Media
294,Detective Agency,"$316,831,246",1,"$798,332,900",https://www.the-numbers.com/movies/production-company/Detective-Agency
295,Arthur Sarkissian,"$315,706,339",3,"$647,259,981",https://www.the-numbers.com/movies/production-company/Arthur-Sarkissian
296,Hyde Park Entertainment,"$313,663,269",19,"$498,179,401",https://www.the-numbers.com/movies/production-company/Hyde-Park-Entertainment
297,Misher Films,"$313,428,319",13,"$664,318,118",https://www.the-numbers.com/movies/production-company/Misher-Films
298,Film4,"$313,098,564",55,"$1,067,298,662",https://www.the-numbers.com/movies/production-company/Film4
299,Roger Birnbaum,"$311,439,538",4,"$532,012,588",https://www.the-numbers.com/movies/production-company/Roger-Birnbaum
300,LD Entertainment,"$310,053,356",30,"$427,240,742",https://www.the-numbers.com/movies/production-company/LD-Entertainment
301,Emmett/Furla Films,"$309,680,505",13,"$562,359,964",https://www.the-numbers.com/movies/production-company/Emmett-Furla-Films
302,PolyGram Filmed Entertainment,"$308,269,488",15,"$860,974,498",https://www.the-numbers.com/movies/production-company/PolyGram-Filmed-Entertainment
303,Bernd Eichinger,"$307,917,818",3,"$644,041,388",https://www.the-numbers.com/movies/production-company/Bernd-Eichinger
304,TPS Company,"$306,570,619",7,"$312,558,646",https://www.the-numbers.com/movies/production-company/TPS-Company
305,Mayhem Pictures,"$304,888,719",7,"$419,066,865",https://www.the-numbers.com/movies/production-company/Mayhem-Pictures
306,B23,"$304,360,277",1,"$1,110,526,981",https://www.the-numbers.com/movies/production-company/B23
307,2Dux2,"$302,139,397",3,"$730,252,973",https://www.the-numbers.com/movies/production-company/2Dux2
308,Laika,"$300,158,323",7,"$563,764,438",https://www.the-numbers.com/movies/production-company/Laika
309,Fuzzy Door,"$300,142,125",5,"$773,230,770",https://www.the-numbers.com/movies/production-company/Fuzzy-Door
310,Double Feature Films,"$298,581,978",11,"$519,673,837",https://www.the-numbers.com/movies/production-company/Double-Feature-Films
311,Flower Films,"$297,192,272",9,"$623,441,768",https://www.the-numbers.com/movies/production-company/Flower-Films
312,Pathe,"$294,767,128",54,"$878,882,378",https://www.the-numbers.com/movies/production-company/Pathe
313,Shangri-La Entertainment,"$294,231,373",6,"$540,062,939",https://www.the-numbers.com/movies/production-company/Shangri-La-Entertainment
314,Toho Co,"$293,163,760",17,"$1,397,796,702",https://www.the-numbers.com/movies/production-company/Toho-Co
315,Dino De Laurentiis,"$290,845,199",8,"$548,192,993",https://www.the-numbers.com/movies/production-company/Dino-De-Laurentiis
316,Out of the Blue Entertainment,"$289,773,247",3,"$399,910,818",https://www.the-numbers.com/movies/production-company/Out-of-the-Blue-Entertainment
317,Impact Pictures,"$289,185,633",11,"$1,414,301,060",https://www.the-numbers.com/movies/production-company/Impact-Pictures
318,Le Grisbi,"$289,112,418",9,"$540,455,840",https://www.the-numbers.com/movies/production-company/Le-Grisbi
319,Lynda Obst Productions,"$289,062,382",3,"$850,149,666",https://www.the-numbers.com/movies/production-company/Lynda-Obst-Productions
320,Scholastic Entertainment Inc.,"$286,746,547",8,"$835,214,433",https://www.the-numbers.com/movies/production-company/Scholastic-Entertainment-Inc
321,Neal H. Moritz,"$286,442,310",2,"$473,658,372",https://www.the-numbers.com/movies/production-company/Neal-H-Moritz
322,Rough House Pictures,"$282,868,196",14,"$427,371,524",https://www.the-numbers.com/movies/production-company/Rough-House-Pictures
323,Section Eight,"$282,237,410",7,"$637,097,186",https://www.the-numbers.com/movies/production-company/Section-Eight
324,Mark Canton,"$280,911,937",6,"$748,266,008",https://www.the-numbers.com/movies/production-company/Mark-Canton
325,Sahdy Acres,"$279,285,078",2,"$522,783,411",https://www.the-numbers.com/movies/production-company/Shady-Acres
326,China Film Co. LTD,"$278,032,738",7,"$2,291,185,502",https://www.the-numbers.com/movies/production-company/China-Film-Co-LTD
327,Steven Spielberg,"$276,936,489",3,"$576,942,849",https://www.the-numbers.com/movies/production-company/Steven-Spielberg
328,Pacific Western,"$275,439,744",3,"$627,366,522",https://www.the-numbers.com/movies/production-company/Pacific-Western
329,Protozoa Pictures,"$274,742,241",12,"$812,534,873",https://www.the-numbers.com/movies/production-company/Protozoa-Pictures
330,Esperanto Filmoj,"$274,092,705",3,"$715,900,017",https://www.the-numbers.com/movies/production-company/Esperanto-Filmoj
331,Intermedia Film,"$273,968,026",10,"$593,693,238",https://www.the-numbers.com/movies/production-company/Intermedia-Film
332,Offspring Entertainment,"$273,053,830",8,"$726,321,708",https://www.the-numbers.com/movies/production-company/Offspring-Entertainment
333,Red Granite Pictures,"$272,968,502",4,"$447,104,299",https://www.the-numbers.com/movies/production-company/Red-Granite-Pictures
334,Vertigo Films,"$272,614,227",24,"$676,762,350",https://www.the-numbers.com/movies/production-company/Vertigo-Films
335,IMAX Corporation,"$271,656,879",11,"$417,575,009",https://www.the-numbers.com/movies/production-company/IMAX-Corporation
336,Tollin/Robbins,"$269,579,160",4,"$364,321,589",https://www.the-numbers.com/movies/production-company/Tollin-Robbins
337,TIK Films,"$268,607,250",7,"$1,078,285,156",https://www.the-numbers.com/movies/production-company/TIK-Films
338,Firm Films,"$267,320,265",6,"$474,528,845",https://www.the-numbers.com/movies/production-company/Firm-Films
339,Exclusive Media Group,"$266,036,687",12,"$596,225,317",https://www.the-numbers.com/movies/production-company/Exclusive-Media-Group
340,Big Talk Pictures,"$266,023,543",14,"$610,757,325",https://www.the-numbers.com/movies/production-company/Big-Talk-Pictures
341,Forward Pass,"$265,903,393",4,"$528,002,571",https://www.the-numbers.com/movies/production-company/Forward-Pass
342,Mirage Enterprises,"$265,733,517",5,"$505,611,511",https://www.the-numbers.com/movies/production-company/Mirage-Enterprises
343,Littlestar,"$264,764,998",2,"$1,002,119,782",https://www.the-numbers.com/movies/production-company/Littlestar
344,Infinitum Nihil,"$264,272,213",8,"$736,778,691",https://www.the-numbers.com/movies/production-company/Infinitum-Nihil
345,Allison Shearmur,"$263,930,178",4,"$671,516,618",https://www.the-numbers.com/movies/production-company/Allison-Shearmur
346,Gunnfilms,"$262,825,708",5,"$467,948,408",https://www.the-numbers.com/movies/production-company/Gunnfilms
347,Samuel Goldwyn Films,"$262,635,877",77,"$567,702,939",https://www.the-numbers.com/movies/production-company/Samuel-Goldwyn-Films
348,Zanuck/Brown,"$262,355,047",5,"$471,355,047",https://www.the-numbers.com/movies/production-company/Zanuck-Brown
349,Stuber Pictures,"$262,266,111",6,"$498,250,992",https://www.the-numbers.com/movies/production-company/Stuber-Pictures
350,Rat Entertainment,"$262,041,375",6,"$522,448,332",https://www.the-numbers.com/movies/production-company/Rat-Entertainment
351,Why Not Productions,"$261,721,549",31,"$552,655,054",https://www.the-numbers.com/movies/production-company/Why-Not-Productions
352,Anton Capital Entertainment,"$261,005,689",20,"$1,000,013,844",https://www.the-numbers.com/movies/production-company/Anton-Capital-Entertainment
353,Good Machine,"$260,255,112",3,"$458,556,421",https://www.the-numbers.com/movies/production-company/Good-Machine
